target,difficulty,dockq,success,tm_score_complex,tm_score_ligand,n_residues_complex,error
1RLB,rigid_targets,0.9839256300231148,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1RV6,rigid_targets,0.5845012026748395,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1S1Q,rigid_targets,0.7883313865124082,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1S78,rigid_targets,0.5039826810159784,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1SBB,rigid_targets,0.985579982094384,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1T6B,rigid_targets,0.9364779300223932,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1TMQ,rigid_targets,0.7788427281346998,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1UDI,rigid_targets,0.565904919846214,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1US7,rigid_targets,0.985740986678661,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1VFB,rigid_targets,0.8838446408406627,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1WDW,rigid_targets,0.7652658434091307,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1WEJ,rigid_targets,0.9895989244245575,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1XD3,rigid_targets,0.5832049001730054,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1XU1,rigid_targets,0.9132712508222204,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1YVB,rigid_targets,0.7899533061251832,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1Z0K,rigid_targets,0.9546932638479771,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1Z5Y,rigid_targets,0.7998551282007997,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1ZHH,rigid_targets,0.8081198777694577,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1ZHI,rigid_targets,0.9028834434295108,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2A1A,rigid_targets,0.7650283317119465,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2A5T,rigid_targets,0.8707539616779401,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2A9K,rigid_targets,0.8017392787871179,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2ABZ,rigid_targets,0.7062447702062956,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2AJF,rigid_targets,0.6976418381421432,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2AYO,rigid_targets,0.7833267437788317,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2B42,rigid_targets,0.9214916921368236,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2B4J,rigid_targets,0.5783390008628185,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2BTF,rigid_targets,0.9850164354586384,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2FD6,rigid_targets,0.3917062301011176,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2FJU,rigid_targets,0.6364881341111197,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2G77,rigid_targets,0.5190718315645733,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2GAF,rigid_targets,0.8967162800144313,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2GTP,rigid_targets,0.8154033226007122,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2HLE,rigid_targets,0.6178401473593634,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2HQS,rigid_targets,0.6311717618158413,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2I25,rigid_targets,0.9322394084547247,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2J0T,rigid_targets,0.4788899984752016,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2MTA,rigid_targets,0.6601776330874417,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2O8V,rigid_targets,0.4588508359226571,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2OOB,rigid_targets,0.5616930929355854,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2OOR,rigid_targets,0.646663773285824,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2OUL,rigid_targets,0.8276153209669096,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2PCC,rigid_targets,0.6584171954378354,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2SIC,rigid_targets,0.9389537353895075,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2SNI,rigid_targets,0.8862974095580026,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2UUY,rigid_targets,0.7719413327364096,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2VDB,rigid_targets,0.9739558828188626,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2VIS,rigid_targets,0.7684993602852334,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2VXT,rigid_targets,0.5538059827365305,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2W9E,rigid_targets,0.5288159488425604,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2X9A,rigid_targets,0.8444564430086997,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2YVJ,rigid_targets,0.6420298388024334,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3A4S,rigid_targets,0.9379938668442844,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3BIW,rigid_targets,0.6488156155511325,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3BP8,rigid_targets,0.9481059077061776,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3D5S,rigid_targets,0.9820586279450106,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3EOA,rigid_targets,0.9830628478550713,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3H2V,rigid_targets,0.9086005883011268,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3HMX,rigid_targets,0.758143256868431,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3K75,rigid_targets,0.6517947919414312,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3LVK,rigid_targets,0.5976995761488514,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3MJ9,rigid_targets,0.6180966911746648,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3MXW,rigid_targets,0.881967708029071,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3P57,rigid_targets,0.5883050299044993,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3PC8,rigid_targets,0.9678565352934826,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3RVW,rigid_targets,0.6213042939098051,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3SE8,rigid_targets,0.8551808668963106,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3SGQ,rigid_targets,0.934305477096625,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3U7Y,rigid_targets,0.9111649519853894,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3VLB,rigid_targets,0.860164788570107,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3WD5,rigid_targets,0.8124357082181909,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4CPA,rigid_targets,0.5831697155745647,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4DN4,rigid_targets,0.643154325575932,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4FP8,rigid_targets,0.9705919966401592,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4FQI,rigid_targets,0.2364458069171989,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4G6J,rigid_targets,0.9423627852155304,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4G6M,rigid_targets,0.636876673786931,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4GXU,rigid_targets,0.0320045933936651,False,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4H03,rigid_targets,0.860362600276074,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4HX3,rigid_targets,0.9754105580226858,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4M5Z,rigid_targets,0.9657246198664772,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4M76,rigid_targets,0.9872855874101828,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4Y7M,rigid_targets,0.7961804307475546,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5GRJ,rigid_targets,0.7607151329338347,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5JMO,rigid_targets,0.6504065674359545,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5O14,rigid_targets,0.9712151651771718,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5O1R,rigid_targets,0.906480737878784,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5SV3,rigid_targets,0.9267528286933676,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5WK3,rigid_targets,0.6434068867135517,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5WUX,rigid_targets,0.0381897569630032,False,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5X0T,rigid_targets,0.6317838897445184,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5Y9J,rigid_targets,0.8893148284322572,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6A77,rigid_targets,0.8270710775228663,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6B0S,rigid_targets,0.8602621518195778,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6BPC,rigid_targets,0.6466748666653108,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6CWG,rigid_targets,0.9901347021296774,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6DBG,rigid_targets,0.648701051174755,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6OC3,rigid_targets,0.9506853341295672,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
7CEI,rigid_targets,0.617733117151503,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1B6C,medium_targets,0.7508148621979821,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1CGI,medium_targets,0.7218881685474566,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1FC2,medium_targets,0.9821078624824318,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1GP2,medium_targets,0.6328004333407368,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1GRN,medium_targets,0.6460187097100523,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1HE8,medium_targets,0.6441780450842511,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1I2M,medium_targets,0.983281204901118,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1IB1,medium_targets,0.9402533297199376,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1IJK,medium_targets,,False,,,,index 245 is out of bounds for axis 0 with size 198
1JIW,medium_targets,0.6074699656474045,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1K5D,medium_targets,0.9167251158937932,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1KKL,medium_targets,0.9873261175515828,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1LFD,medium_targets,0.5612413771152369,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1M10,medium_targets,0.6133174347380557,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1MQ8,medium_targets,0.7600679946284102,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1N2C,medium_targets,0.4989253538971732,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1NW9,medium_targets,0.6319475543628629,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1R6Q,medium_targets,0.4387399138407348,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1SYX,medium_targets,0.8875494038957262,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1WQ1,medium_targets,0.5080886361251565,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1XQS,medium_targets,0.9856661531421028,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1ZM4,medium_targets,0.9692093274268702,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2CFH,medium_targets,0.4479944365857332,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2DD8,medium_targets,0.8999946996358464,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2H7V,medium_targets,0.4745933973557387,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2HRK,medium_targets,0.8881127498018963,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2NZ8,medium_targets,0.584758119200314,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2OZA,medium_targets,0.5763176150746637,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2Z0E,medium_targets,0.3925621266023903,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3AAA,medium_targets,0.6686461394295217,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3AAD,medium_targets,0.9036020534894492,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3BX7,medium_targets,0.7037689619321287,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3CPH,medium_targets,0.5651753570210895,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3DAW,medium_targets,0.8100455828904289,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3EO1,medium_targets,0.7127933288572971,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3G6D,medium_targets,0.4259106551461058,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3HI6,medium_targets,0.85167126501275,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3L5W,medium_targets,0.612641803891404,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3R9A,medium_targets,0.4436547012503067,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3RJQ,medium_targets,0.5958868524484635,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3S9D,medium_targets,0.9387424862018006,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3SZK,medium_targets,0.5679455635958147,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
3V6Z,medium_targets,0.8230815820357487,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4ETQ,medium_targets,0.9627815382402696,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4FZA,medium_targets,0.4122999553353867,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4IZ7,medium_targets,0.765283662188318,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4JCV,medium_targets,0.8660789794208833,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4LW4,medium_targets,0.4532841958894565,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4M3K,medium_targets,0.8907901894002133,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
4POU,medium_targets,0.8696407583675501,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5CBA,medium_targets,0.526266196733314,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5E5M,medium_targets,0.5690196336830747,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5HGG,medium_targets,0.7879045725532045,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5HYS,medium_targets,0.8192146346941794,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5KOV,medium_targets,0.4245415514963449,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5VNW,medium_targets,0.3681200033859772,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
5WHK,medium_targets,0.8653042271027477,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6A0Z,medium_targets,0.8532418466236439,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6AL0,medium_targets,0.2967460033160204,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
6EY6,medium_targets,0.7630744426422679,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1ACB,difficult_targets,0.5077028607494366,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1ATN,difficult_targets,0.937983538815395,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1BKD,difficult_targets,0.4062918190357648,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1DE4,difficult_targets,0.4177862143881384,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1E4K,difficult_targets,0.8273339178821816,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1EER,difficult_targets,0.0122238617391181,False,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1F6M,difficult_targets,0.9294579430264068,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1FAK,difficult_targets,0.7197276554006692,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1FQ1,difficult_targets,0.5556218064761721,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1H1V,difficult_targets,0.1819659317144436,False,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1IBR,difficult_targets,0.3957507466221227,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1IRA,difficult_targets,0.9539957344835956,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1JK9,difficult_targets,0.8342420454290066,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1JMO,difficult_targets,0.6290108015797321,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1JZD,difficult_targets,0.8259590064889073,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1PXV,difficult_targets,0.9068258994243502,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1R8S,difficult_targets,0.7621831638599836,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1RKE,difficult_targets,0.7939308981123122,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1Y64,difficult_targets,0.918876585514834,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
1ZLI,difficult_targets,0.3468539800886234,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2C0L,difficult_targets,0.4875932048461784,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2FJG,difficult_targets,0.8960433844217918,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2I9B,difficult_targets,0.6078418811236302,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2IDO,difficult_targets,0.3234683717145434,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2J7P,difficult_targets,0.6390766170689827,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
2O3B,difficult_targets,0.2866876684229257,True,,,,prepare_graph_data() takes from 1 to 2 positional arguments but 4 were given
